First Name,Last Name,Date of Birth,Address,Zipcode,Gender,Race / Ethnicity,English Fluency,Spanish Fluency,Education,High School GPA,College GPA,Years of Experience,Years of Volunteering,Myers Briggs Type,Twitter followers,Instagram Followers,Requires Sponsorship,Customer Satisfaction Rating,Sales Rating,Fired
Jodi,Pierce,1997-04-18,06278 Adams Islands,24310,Female,Hispanic,Fluent,Basic,Undergraduate,2.78,2.82,1.6,0.0,ESFJ,474,1620,True,1.05,1.04,Current Employee
Harold,Ward,1990-03-08,64637 Hicks Station Apt. 151,72361,Male,Hispanic,Fluent,Basic,Undergraduate,3.47,3.4,9.1,0.0,ESFJ,1361,4208,False,2.74,2.54,Current Employee
Cynthia,Shannon,1986-08-06,7699 Timothy Forges,24310,Female,Hispanic,Fluent,Basic,Associates,3.21,3.59,11.0,0.0,ESFJ,520,790,False,3.09,2.81,Current Employee
Sally,Brown,1997-10-15,943 Tanya Plains,24310,Female,Hispanic,Proficient,Basic,Associates,3.36,3.87,1.8,0.0,ESFP,579,681,False,1.06,1.02,Current Employee
Sharon,Shannon,1997-10-23,3525 Steven Tunnel Suite 161,24310,Female,Hispanic,Fluent,Basic,Associates,3.04,3.83,0.7,0.0,ESFP,988,65334,False,0.93,0.9,Current Employee
Paula,Brown,1991-06-21,232 Jeffrey Park Suite 632,59010,Female,Hispanic,Proficient,Basic,High School,2.99,3.38,8.3,0.0,ESFJ,321,789,False,2.22,1.92,Current Employee
John,Moore,1994-12-28,6208 Smith Cape,24310,Male,Hispanic,Basic,Basic,Associates,3.15,3.26,2.2,4.8,ISFP,417,15007,False,1.8,1.69,Current Employee
Debbie,Bolton,1992-03-06,69178 Harper Divide,54821,Female,Hispanic,Fluent,Basic,None,,,6.7,0.0,INFJ,387,708,True,1.75,1.46,Current Employee
John,Johnson,1993-09-09,9423 Williams Drives,54821,Male,Hispanic,Proficient,Basic,High School,3.23,3.56,5.1,0.0,INFJ,2435,980,False,1.47,1.27,Current Employee
Joshua,Miranda,1991-03-03,21297 Patrick Corners,54821,Male,Hispanic,Fluent,Basic,High School,3.63,2.58,7.9,1.0,ESFJ,379,37376,False,2.48,2.16,Current Employee
Sydney,Morrison,1987-03-10,8094 Cardenas Curve Suite 394,43357,Female,Hispanic,Proficient,Basic,Associates,2.4,3.98,12.6,2.9,ISFP,484,771,False,3.92,3.61,Current Employee
Donald,Moore,1997-02-12,190 Perez Course Suite 580,54821,Male,Hispanic,Proficient,Basic,None,,,0.0,0.0,ESTJ,341,504,False,0.16,0.11,Fired
Debbie,Lara,1993-12-17,82187 Kaitlyn Fort Apt. 870,54821,Female,Hispanic,Fluent,Basic,High School,2.77,2.79,5.8,1.5,ISFP,306,7820,False,2.03,1.8,Current Employee
Walter,Davis,1991-02-06,6842 Courtney Cove,72361,Male,Hispanic,Fluent,Basic,Associates,2.29,3.41,6.6,0.0,ISFJ,432,556,False,2.01,1.83,Current Employee
Brian,Moore,1988-08-19,643 Justin Ports,43357,Male,Hispanic,Fluent,Basic,Associates,3.99,3.8,10.8,0.0,ESTJ,370,1862,False,2.95,2.83,Current Employee
Christina,Miller,1992-03-22,128 Dean Wall Suite 655,43357,Female,Hispanic,Fluent,Basic,High School,2.99,2.75,7.0,0.0,ESFJ,383,720,False,2.04,1.76,Current Employee
Amber,Conley,1992-10-06,3468 Wendy Estates Suite 587,54821,Female,Hispanic,Fluent,Fluent,High School,2.48,3.51,7.6,0.0,ISTP,356,3925,False,2.09,2.09,Current Employee
Vanessa,Lopez,1984-05-20,2317 Smith Ridge Suite 492,43357,Female,Hispanic,Fluent,Basic,High School,3.1,3.49,14.8,1.0,ESTJ,178583,1143,False,3.85,3.54,Current Employee
Lisa,Morton,1994-03-24,90833 Dominguez Mountain,24310,Female,Hispanic,Basic,Basic,High School,2.14,3.48,5.4,0.0,ESFP,394,1841,False,1.38,1.21,Current Employee
William,Gutierrez,1986-02-21,502 Allen Pines,72361,Male,Hispanic,Fluent,Basic,High School,3.55,2.77,12.7,0.0,ISTJ,2334,2132,False,3.1,2.86,Current Employee
Alan,Soto,1998-05-10,87572 Gallagher Freeway,72361,Male,Hispanic,Fluent,Proficient,Undergraduate,3.22,3.44,1.4,0.0,ENFP,682,798,False,1.25,1.33,Current Employee
David,Perez,1989-07-28,924 Randy River Suite 023,72361,Male,Hispanic,Proficient,Basic,Undergraduate,3.33,2.66,9.3,0.0,ISFP,1350,541,False,2.54,2.41,Current Employee
Rebecca,Coffey,1991-10-03,1003 Colon Ferry Suite 909,43357,Female,Hispanic,Proficient,Basic,High School,3.87,3.44,6.7,0.0,ENFJ,409,553,False,1.96,1.71,Current Employee
Thomas,Warner,1993-11-22,356 Melinda Dale,24310,Male,Hispanic,Fluent,Fluent,Undergraduate,3.64,3.32,4.3,0.0,ENTJ,368,1093,False,1.73,1.89,Current Employee
Angela,Barnes,1997-10-15,228 Daniel Trail,24310,Female,Hispanic,Fluent,Fluent,High School,2.25,3.65,2.6,4.4,INFJ,514,1426,False,2.01,1.86,Current Employee
Anne,Williams,1993-03-09,41208 Pamela Port Apt. 362,24310,Female,Hispanic,Proficient,Basic,High School,3.33,3.0,6.3,3.6,ESFJ,402,1768,False,2.56,2.23,Current Employee
Darrell,Lopez,1998-07-06,8016 Melissa Station,54821,Male,Hispanic,Fluent,Fluent,High School,3.02,3.42,0.9,0.0,ESFJ,915,1101,False,0.83,0.76,Current Employee
James,Robinson,1984-12-25,7391 Brown Lake Apt. 662,54821,Male,Hispanic,Fluent,Basic,High School,3.78,2.97,12.1,0.0,ISFJ,691,2641,False,3.09,2.72,Current Employee
Haley,Schwartz,1987-10-24,687 Brandi Club Suite 828,24310,Female,Hispanic,Fluent,Basic,Associates,3.04,3.04,12.6,0.0,ISFJ,632,1092,False,3.27,2.97,Current Employee
Nicole,Baldwin,1994-03-12,9498 Kurt Keys,43357,Female,Hispanic,Fluent,Basic,High School,2.45,3.35,3.5,0.0,ISTP,459,548,False,1.1,1.1,Current Employee
Mackenzie,Cook,1989-09-12,1042 Ronnie Ranch,24310,Female,Hispanic,Fluent,Basic,Undergraduate,3.26,2.62,9.5,0.0,ESFJ,559,3575,False,2.74,2.54,Current Employee
Melinda,West,1985-10-03,7405 Ashley Path Apt. 074,24310,Female,Hispanic,Fluent,Basic,Undergraduate,3.98,3.13,13.6,2.9,ISTP,367,8574,False,4.14,4.0,Current Employee
Christina,Walters,1996-07-23,0487 John Port,24310,Female,Hispanic,Proficient,Basic,High School,2.79,3.99,3.7,0.0,ENTJ,579,553,False,1.13,1.11,Current Employee
Christopher,Hill,1989-03-29,7455 Clark Bypass Apt. 162,72361,Male,Hispanic,Fluent,Basic,Undergraduate,3.55,2.79,9.9,2.5,INTJ,829,550,False,3.19,3.12,Current Employee
Vincent,Watson,1996-04-17,0691 Holland Hollow,54821,Male,Hispanic,Fluent,Basic,Associates,3.11,2.63,3.7,0.0,ISTJ,503,673,False,1.2,1.24,Current Employee
Sean,Dixon,1984-01-17,5189 Richard Village Apt. 228,24310,Male,Hispanic,Fluent,Fluent,Associates,3.79,2.56,13.8,3.8,ESFJ,844,2651,True,4.51,4.22,Current Employee
Holly,Moore,1991-08-08,26647 Donovan Gateway,24310,Female,Hispanic,Fluent,Basic,High School,3.19,3.87,8.8,4.0,ISTJ,3590,992,False,3.07,2.84,Current Employee
Gabrielle,White,1996-07-09,046 Adkins View,43357,Female,Hispanic,Fluent,Basic,High School,3.06,2.57,1.7,0.0,ISTJ,373,995,False,0.69,0.68,Current Employee
Joshua,Cain,1997-03-24,9853 Warren Plain Apt. 653,24310,Male,Hispanic,Proficient,Basic,None,,,2.8,0.0,ESFJ,743,717,False,0.86,0.6,Current Employee
Cathy,Johnson,1998-06-14,9212 Johnson Shoals Suite 552,54821,Female,Hispanic,Fluent,Basic,High School,3.57,3.96,0.2,2.1,ESTP,431,888,False,0.99,1.0,Current Employee
Kimberly,Bond,1984-09-17,38690 Pamela Parks Apt. 471,43357,Female,Hispanic,Fluent,Basic,Undergraduate,2.99,3.5,14.7,0.0,ESFP,382,510,True,4.02,3.78,Current Employee
Megan,Marquez,1986-01-07,66582 Jessica Camp,72361,Female,Hispanic,Fluent,Fluent,High School,2.63,2.82,13.7,0.0,ENFJ,888,3581,False,3.61,3.31,Current Employee
Brandy,Hall,1998-03-06,7723 Daniel Loop Suite 035,72361,Female,Hispanic,Fluent,Proficient,Undergraduate,2.69,3.38,0.5,0.0,ISFJ,305,1972,False,0.86,0.9,Current Employee
Jordan,Brown,1984-08-28,436 Daniels Ferry,43357,Male,Hispanic,Fluent,Fluent,None,,,14.8,0.0,INFJ,385,514,False,3.61,3.21,Current Employee
Emily,Bryan,1990-09-25,9322 Mike Grove,24310,Female,Hispanic,Fluent,Basic,Undergraduate,3.6,2.6,9.9,0.0,ISFJ,1491,951,False,2.71,2.51,Current Employee
Sherry,Craig,1997-12-06,13651 Jackson Plaza Suite 696,24310,Female,Hispanic,Fluent,Fluent,Associates,2.27,3.21,0.7,0.0,ISFP,376,813,False,0.87,0.94,Current Employee
Michael,Hughes,1990-10-02,5739 Salinas Avenue,43357,Male,Hispanic,Fluent,Basic,Associates,2.56,2.74,9.9,0.0,ENFJ,1548,1166,False,2.79,2.57,Current Employee
Angela,Campos,1992-03-30,4108 Cannon Green Apt. 150,72361,Female,Hispanic,Fluent,Proficient,Associates,3.43,2.68,7.4,0.0,INTP,1095,1913,False,2.17,2.27,Current Employee
Nichole,Roberts,1992-12-20,01121 Maria Greens Apt. 465,54821,Female,Hispanic,Fluent,Basic,Associates,2.75,2.63,6.8,1.1,ESFP,328,611,False,2.36,2.2,Current Employee
John,Jackson,1983-04-27,7409 Ashley Key,43357,Male,Hispanic,Fluent,Basic,Associates,2.04,3.22,16.5,3.6,ESTP,666,1097,False,4.95,4.68,Current Employee
Gina,Bray,1984-02-09,020 William Drive,24310,Female,Hispanic,Proficient,Basic,High School,3.68,4.0,13.8,0.0,ESFJ,409,11108,False,3.45,3.04,Current Employee
Michael,Hernandez,1992-02-22,41520 Perez Canyon,43357,Male,Hispanic,Basic,Basic,High School,3.51,3.4,6.5,0.0,INFJ,487,765,False,1.57,1.37,Current Employee
Linda,Campbell,1990-09-29,165 Kristi Light,72361,Female,Hispanic,Fluent,Basic,Undergraduate,2.57,3.25,7.7,0.0,ISTP,523,1587,False,2.27,2.31,Current Employee
Rhonda,Bartlett,1987-11-11,8782 Laura Crest Apt. 662,59010,Female,Hispanic,Fluent,Basic,High School,3.57,3.16,11.7,0.0,ESFP,413,1805,False,3.14,2.81,Current Employee
Ashley,Davis,1986-09-21,6095 Angela Cliffs,59010,Female,Hispanic,Fluent,Basic,Associates,3.61,3.75,13.9,0.0,ENTJ,343,3628,False,3.65,3.49,Fired
Michelle,May,1997-05-10,28996 Mark Dale,43357,Female,Hispanic,Fluent,Basic,High School,2.74,2.71,1.5,4.7,ESFP,808,731,False,1.89,1.67,Current Employee
Julie,Cox,1994-10-17,8039 White Key Apt. 600,59010,Female,Hispanic,Basic,Basic,Associates,2.68,3.26,4.5,0.0,ESTJ,626,753,True,1.22,1.29,Current Employee
Nicholas,Welch,1992-11-18,72994 David Islands Suite 529,54821,Male,Hispanic,Fluent,Proficient,High School,2.1,3.99,4.6,0.0,ISTJ,344,702,False,1.35,1.35,Current Employee
David,Ross,1997-07-21,33878 William Mission,72361,Male,Hispanic,Fluent,Basic,High School,3.15,2.82,1.7,0.0,ESFP,1283,715,False,0.95,0.83,Current Employee
Amy,Green,1995-06-17,382 Jones Bypass Suite 503,24310,Female,Hispanic,Proficient,Proficient,High School,2.14,3.32,4.4,0.0,ISFP,356,927,False,1.36,1.26,Current Employee
Jeremy,Hardy,1989-06-17,95023 Blackburn Cliffs,43357,Male,Hispanic,Fluent,Basic,Associates,3.06,2.57,8.9,0.0,ISFJ,301,737,False,2.43,2.21,Current Employee
Jeffery,Francis,1997-02-23,23990 Adams Village,54821,Male,Hispanic,Fluent,Basic,Associates,3.1,3.47,1.0,0.0,ISTP,356,2048,True,0.75,0.91,Current Employee
Marcus,Bryant,1996-06-20,465 Contreras Extensions,24310,Male,Hispanic,Fluent,Basic,High School,3.9,3.11,1.5,0.0,ESTP,305,1244,False,0.85,0.88,Current Employee
Amy,Lara,1997-01-11,39959 Stewart Station Apt. 021,43357,Female,Hispanic,Fluent,Fluent,Associates,2.51,3.69,1.8,0.0,ENTJ,345,3021,False,1.13,1.3,Current Employee
Sarah,Kane,1984-07-16,8812 Villarreal Haven,43357,Female,Hispanic,Fluent,Basic,Undergraduate,2.95,3.93,15.5,0.0,ESTP,381,502,False,4.14,4.0,Current Employee
Wendy,Watkins,1997-07-17,0731 Braun Walk,24310,Female,Hispanic,Fluent,Basic,None,,,1.9,0.0,ESFP,368,6288,False,0.83,0.62,Current Employee
Derrick,Baker,1990-03-12,9620 Patel Underpass,24310,Male,Hispanic,Fluent,Basic,Associates,3.15,3.29,9.3,0.0,ESFP,425,1007,False,2.74,2.54,Current Employee
Melissa,Leon,1995-08-27,16601 Rhodes Squares,72361,Female,Hispanic,Fluent,Basic,None,,,2.8,1.9,INFJ,1723,708,True,1.31,1.06,Current Employee
Alyssa,Hawkins,1994-03-31,84464 Blanchard Haven Suite 255,24310,Female,Hispanic,Fluent,Basic,Associates,3.84,3.82,4.6,1.6,ESTJ,781,2370,False,1.95,1.92,Current Employee
Sara,Avila,1987-09-28,985 Deborah Ways Suite 809,72361,Female,Hispanic,Fluent,Basic,Undergraduate,3.74,3.0,10.2,0.0,ESTP,958,1055,False,2.89,2.87,Current Employee
Catherine,Meadows,1992-02-10,35157 Gardner Point Suite 775,54821,Female,Hispanic,Fluent,Basic,Associates,3.69,3.92,6.5,0.0,INFP,455,923,False,2.12,2.01,Current Employee
Omar,Melton,1986-03-27,414 Jones Isle,54821,Male,Hispanic,Fluent,Proficient,High School,2.24,3.71,12.3,0.0,INTP,359,988,False,3.11,3.02,Current Employee
Cheryl,Kelly,1994-09-11,71318 Obrien Pine,54821,Female,Hispanic,Fluent,Basic,High School,3.43,3.1,4.7,0.0,INFJ,366,6549,False,1.49,1.3,Current Employee
Richard,Anderson,1990-11-08,36977 Patricia Field Apt. 577,43357,Male,Hispanic,Fluent,Fluent,None,,,8.7,0.0,ISFP,361,624,True,2.3,2.08,Current Employee
Jason,Reid,1984-04-02,9163 Monica Pass Suite 493,72361,Male,Hispanic,Fluent,Proficient,High School,3.35,3.98,14.2,0.0,ISFP,796,2738,False,3.66,3.34,Current Employee
Courtney,Brooks,1984-07-28,848 Pena Ways Suite 383,43357,Female,Hispanic,Fluent,Basic,Associates,3.37,3.73,13.2,0.0,ENTP,303,873,False,3.56,3.46,Current Employee
Joseph,Fields,1993-12-31,030 Mitchell Estates Suite 111,72361,Male,Hispanic,Fluent,Proficient,High School,3.03,3.67,5.5,0.0,ESTP,330,20606,False,1.75,1.76,Current Employee
Chelsea,Atkins,1995-12-10,2054 Russell Greens,24310,Female,Hispanic,Proficient,Basic,Undergraduate,2.41,3.62,4.0,2.8,INFP,828,3365,False,2.12,2.06,Current Employee
Denise,Arroyo,1984-02-13,883 Francis Expressway Apt. 944,24310,Female,Hispanic,Fluent,Basic,High School,2.41,2.87,15.9,0.0,ENTJ,807,8074,False,3.86,3.59,Current Employee
Tony,Hoffman,1995-04-18,4744 Christopher Forks Apt. 961,72361,Male,Hispanic,Fluent,Basic,Undergraduate,3.99,2.76,2.1,0.0,ESFP,358,748,False,1.21,1.2,Fired
Joan,Garrett,1983-02-11,46668 Small Station,24310,Female,Hispanic,Proficient,Basic,High School,2.48,3.21,16.2,1.1,ESFP,349,803,False,4.19,3.76,Current Employee
Julie,Jones,1984-11-29,964 Patel Station Suite 054,43357,Female,Hispanic,Fluent,Basic,Associates,3.28,2.77,12.6,4.7,ISTJ,964,1783,False,4.14,3.91,Current Employee
Richard,Carroll,1993-03-28,563 Walls Lake Suite 194,24310,Male,Hispanic,Fluent,Basic,Associates,2.23,3.73,5.5,3.2,ESFP,344,1414,False,2.64,2.45,Current Employee
Shawn,Young,1986-04-07,679 Debra Flats Suite 560,54821,Male,Hispanic,Proficient,Basic,Undergraduate,3.0,2.5,12.2,3.7,ESFP,535,519,True,4.04,3.8,Current Employee
Steven,Johnson,1991-06-11,74124 Hawkins Overpass,54821,Male,Hispanic,Fluent,Fluent,Associates,2.22,3.4,6.1,2.2,ESFP,348,931,False,2.64,2.54,Current Employee
John,Robertson,1988-05-28,2587 Danielle Viaduct,72361,Male,Hispanic,Proficient,Basic,Associates,2.42,2.95,10.1,0.0,ISFP,505,791,False,2.67,2.48,Current Employee
James,Baldwin,1995-05-20,31759 Boyle Gardens Suite 733,72361,Male,Hispanic,Proficient,Basic,Associates,3.74,3.65,2.5,0.0,ESFJ,462,1362,False,1.15,1.05,Current Employee
Jason,Santana,1986-09-04,63210 Leslie Motorway,24310,Male,Hispanic,Fluent,Fluent,High School,2.32,3.94,14.0,0.0,ESFJ,310,17478,False,3.62,3.29,Current Employee
Katherine,Miller,1983-11-23,1738 Melendez Track,43357,Female,Hispanic,Fluent,Basic,Undergraduate,3.21,3.45,14.0,0.0,INTJ,1489,1463,False,3.64,3.53,Current Employee
Barbara,Stein,1985-05-16,679 Daniel Plains,72361,Female,Hispanic,Fluent,Proficient,High School,3.98,2.64,13.7,2.4,ESFJ,352,655,False,4.14,3.73,Current Employee
Phillip,Diaz,1991-06-04,9449 Lane Valley Apt. 953,24310,Male,Hispanic,Fluent,Basic,None,,,7.9,0.0,ENTJ,468,2103,True,2.0,1.84,Current Employee
Judy,Collier,1997-08-14,06641 Mary Alley Suite 802,24310,Female,Hispanic,Fluent,Basic,Associates,3.06,2.9,2.8,0.0,INTJ,543,63918,False,1.06,1.14,Current Employee
William,Thompson,1998-05-17,3569 Gomez Drive Suite 530,24310,Male,Hispanic,Fluent,Basic,High School,3.33,3.38,1.1,0.0,INFJ,302,6531,False,0.71,0.58,Current Employee
Anthony,Smith,1992-08-23,09761 Scott Pike,24310,Male,Hispanic,Fluent,Basic,High School,2.86,2.71,5.4,0.0,ENFP,647,591,False,1.78,1.6,Current Employee
Andrew,Webb,1988-07-05,62961 Natalie Courts,54821,Male,Hispanic,Fluent,Proficient,High School,2.93,3.98,10.3,0.0,ISFJ,1001,857,False,2.74,2.46,Current Employee
Mia,Hernandez,1996-06-07,8751 Buck Lakes,54821,Female,Hispanic,Proficient,Basic,Associates,3.56,2.71,3.7,4.6,ISTJ,689,876,False,2.07,2.03,Current Employee
Anthony,Esparza,1987-12-10,2766 Mills Fall,54821,Male,Hispanic,Fluent,Basic,None,,,10.8,0.0,ESTJ,327,1152,False,2.6,2.32,Current Employee
Madeline,Scott,1990-04-09,2261 Parrish Crescent,54821,Female,Hispanic,Fluent,Proficient,High School,2.24,3.51,7.4,5.0,ENFP,679,1773,False,3.32,3.07,Current Employee
Ernest,Smith,1998-07-11,23199 Jason Harbor Suite 926,54821,Male,Hispanic,Proficient,Basic,None,,,1.4,0.0,ISFP,520,565,False,0.51,0.33,Fired
James,Payne,1991-04-06,09707 Eric Plains,43711,Male,Hispanic,Fluent,Basic,None,,,8.7,0.0,ESFP,452,753,False,2.3,1.95,Current Employee
Paul,Haynes,1987-04-16,255 Shelby Shoals Apt. 789,72361,Male,Hispanic,Fluent,Basic,Associates,2.89,3.58,11.5,0.0,ISTJ,323,866,False,2.98,2.85,Current Employee
William,Flynn,1990-07-02,577 Ferguson Flat Apt. 853,24310,Male,Hispanic,Fluent,Basic,High School,3.5,2.78,8.8,4.5,ISTJ,319,594,False,3.2,2.96,Current Employee
Michael,Meyer,1992-11-07,12163 Jackson Points Suite 215,54821,Male,Hispanic,Basic,Basic,Associates,2.8,3.88,6.1,4.7,ESFJ,1074,619,False,2.72,2.48,Current Employee
Sean,Mcbride,1994-02-16,95722 Jill Inlet Suite 999,72361,Male,Hispanic,Fluent,Basic,High School,3.42,3.76,3.3,2.2,INFP,437,513,False,1.71,1.54,Current Employee
Christopher,Taylor,1993-03-07,417 Richard Tunnel,54821,Male,Hispanic,Proficient,Basic,None,,,4.5,0.0,ISTP,322,2512,False,1.08,0.99,Current Employee
Rose,Zimmerman,1991-07-14,488 Gentry Isle,72361,Female,Hispanic,Fluent,Basic,None,,,8.6,0.0,INTP,714,647,False,2.1,1.94,Current Employee
Ronald,Jensen,1991-08-25,9709 Martinez Street,72361,Male,Hispanic,Fluent,Basic,High School,2.23,2.88,7.7,4.0,INTJ,521,1419,False,2.82,2.64,Current Employee
Zachary,Williams,1986-12-05,99742 Bell Parkway Apt. 837,24310,Male,Hispanic,Fluent,Basic,Associates,3.51,3.94,10.8,0.0,ENFJ,862,604,False,3.11,2.86,Current Employee
Nancy,Webb,1990-11-06,55737 Ibarra Underpass,43357,Female,Hispanic,Basic,Basic,None,,,7.8,2.3,ISTJ,330,582,False,2.02,1.79,Current Employee
Karen,Hays,1994-11-12,5128 Juan Key Apt. 698,43357,Female,Hispanic,Proficient,Basic,Associates,2.72,3.72,4.6,0.0,ENFJ,408,2439,False,1.63,1.51,Current Employee
Francisco,Parker,1995-02-25,2535 Smith Spring Apt. 535,59010,Male,Hispanic,Proficient,Basic,High School,2.99,3.42,2.8,0.0,ENFP,373,727,False,1.12,1.0,Current Employee
Jason,Smith,1992-05-20,45497 Jones Way Apt. 858,72361,Male,Hispanic,Fluent,Basic,High School,3.16,2.58,7.4,0.0,ISTP,396,741,False,1.98,1.9,Current Employee
Kathy,Romero,1997-01-21,093 Megan Run,24310,Female,Hispanic,Fluent,Proficient,Associates,2.95,2.51,1.5,0.0,ISTJ,360,1647,False,0.8,0.94,Current Employee
Larry,Roth,1982-12-08,5364 Jacqueline Island,24310,Male,Hispanic,Fluent,Fluent,Undergraduate,2.68,3.96,15.7,2.5,ISFJ,814,741,True,4.77,4.51,Current Employee
Erica,Humphrey,1988-06-29,35278 Jason Lodge Suite 146,54821,Female,Hispanic,Proficient,Basic,High School,2.66,3.96,11.3,0.0,ISFJ,565,5757,False,2.74,2.4,Current Employee
Tracy,Barker,1990-06-23,73788 Blake Garden Suite 201,24310,Female,Hispanic,Basic,Fluent,Undergraduate,2.25,2.64,8.1,2.3,INTJ,505,559,False,2.54,2.62,Current Employee
Daisy,Pierce,1989-05-05,02802 Richard Mountains,24310,Female,Hispanic,Fluent,Basic,Associates,3.99,3.9,10.9,0.0,ISTP,386,1343,False,2.93,2.85,Current Employee
Jacqueline,Evans,1990-03-22,75474 Reynolds Expressway,72361,Female,Hispanic,Fluent,Basic,None,,,7.3,0.0,ESTP,828,2907,False,1.9,1.73,Current Employee
Benjamin,Davis,1990-12-22,606 Young Branch Suite 221,54821,Male,Hispanic,Fluent,Basic,Associates,3.5,3.3,6.9,0.0,ESFJ,333,1177,False,2.17,1.98,Current Employee
Kristen,Reid,1987-03-01,0738 Kara Stravenue,24310,Female,Hispanic,Fluent,Basic,High School,3.14,3.72,11.6,0.0,ESTP,1351,1652,False,3.0,2.82,Current Employee
John,Stanley,1983-08-13,96057 Ryan Fork,59010,Male,Hispanic,Fluent,Fluent,Undergraduate,2.53,3.2,16.0,0.0,ESFJ,2510,667,False,4.32,4.07,Current Employee
Katrina,Wilson,1996-06-07,35810 Williams Divide,24310,Female,Hispanic,Fluent,Fluent,Associates,3.52,3.82,1.1,2.1,ESFJ,381,2186,False,1.52,1.48,Current Employee
Monica,Shaw,1990-05-24,8038 Sarah Field Suite 305,72361,Female,Hispanic,Fluent,Basic,Associates,3.59,3.5,8.3,0.0,INFP,383,1305,False,2.47,2.33,Current Employee
Dalton,Foster,1993-05-27,52506 Golden Walk,24310,Male,Hispanic,Fluent,Proficient,None,,,6.1,0.0,ISTP,956,555,False,1.61,1.54,Current Employee
Amanda,Lynch,1997-10-14,23313 Lloyd Fork,59010,Female,Hispanic,Fluent,Basic,Associates,2.66,2.94,1.8,0.0,ESFJ,566,1496,False,1.03,0.94,Current Employee
Richard,Martinez,1991-10-05,9454 Baker Squares,24310,Male,Hispanic,Proficient,Proficient,Associates,2.71,2.72,6.9,0.0,INTJ,411,583,False,1.92,1.99,Current Employee
Michael,Carroll,1996-10-14,435 Michelle Estates Apt. 522,24310,Male,Hispanic,Proficient,Basic,Associates,3.0,3.53,2.0,0.0,ISTJ,338,4053,False,0.81,0.89,Current Employee
David,Thompson,1987-10-03,3882 Janet Mountains Apt. 874,43357,Male,Hispanic,Proficient,Basic,None,,,11.9,0.0,ESFJ,346,525,False,2.84,2.39,Current Employee
Amanda,Mcdonald,1990-02-05,564 Reed Camp Suite 042,54821,Female,Hispanic,Fluent,Basic,Associates,3.94,2.69,9.5,0.0,ESFP,832,667,False,2.72,2.53,Current Employee
Autumn,Martin,1989-05-04,1522 Lamb Trail Suite 011,54821,Female,Hispanic,Fluent,Basic,Associates,3.51,3.38,10.3,0.0,ISFJ,304,1421,False,2.8,2.55,Current Employee
Joan,Graham,1988-02-07,972 Cody Glens,72361,Female,Hispanic,Fluent,Basic,Associates,3.71,3.44,9.1,0.0,INFJ,524,509,False,2.59,2.39,Current Employee
Christine,Torres,1997-02-09,0832 Matthew Drive,54821,Female,Hispanic,Fluent,Basic,Associates,2.79,2.52,2.8,0.0,INFJ,328,1363,False,1.13,1.06,Current Employee
Christopher,Miller,1997-07-24,9282 Walker Parkways Apt. 726,72361,Male,Hispanic,Fluent,Basic,High School,2.25,3.57,1.1,0.0,ESFP,360,1284,False,0.78,0.67,Current Employee
Monica,Smith,1987-06-15,90206 Jose Keys,43357,Female,Hispanic,Fluent,Basic,High School,3.51,2.52,10.7,0.0,ISFJ,426,754,False,2.77,2.43,Current Employee
Michelle,Myers,1992-10-12,6738 Cantrell Station,24310,Female,Hispanic,Fluent,Basic,High School,3.62,3.21,5.1,3.6,ESTJ,2706,566,False,2.33,2.17,Current Employee
Alyssa,Friedman,1987-02-15,38273 Justin Radial,54821,Female,Hispanic,Fluent,Basic,High School,3.14,3.43,12.2,0.0,ESFJ,444,19058,False,3.18,2.79,Current Employee
Gregory,Kirby,1984-09-20,21967 Brown Corners Suite 777,24310,Male,Hispanic,Proficient,Basic,Associates,2.3,3.29,13.7,1.8,INTJ,2507,673,False,3.74,3.57,Current Employee
Jennifer,Edwards,1987-01-05,15829 Danielle Pines,54821,Female,Hispanic,Fluent,Basic,Undergraduate,2.08,3.45,10.4,4.5,ISFP,708,2748,True,3.94,3.7,Current Employee
Felicia,Day,1998-01-29,0531 Alicia Village Suite 022,43357,Female,Hispanic,Fluent,Basic,Associates,3.2,2.98,0.5,0.0,ENTJ,427,929,False,0.68,0.8,Current Employee
John,Phillips,1985-08-25,68947 William Mall Apt. 203,24310,Male,Hispanic,Fluent,Basic,Associates,3.89,3.31,12.5,1.1,ENFJ,489,2266,False,3.65,3.35,Current Employee
Adrian,Green,1986-10-30,601 James Motorway Apt. 978,72361,Male,Hispanic,Fluent,Basic,High School,2.88,3.65,12.2,0.0,ENTP,524,1473,False,3.14,2.98,Current Employee
Hayden,Potter,1998-07-22,74896 Betty Roads,72361,Male,Hispanic,Fluent,Basic,Associates,2.85,3.96,2.0,0.0,ENFP,320,1737,False,1.24,1.21,Current Employee
Jason,Jones,1997-06-28,0097 Russell Drive Suite 284,59010,Male,Hispanic,Fluent,Basic,Associates,3.72,3.19,1.0,2.6,ISFJ,339,803,False,1.33,1.21,Current Employee
Russell,Hughes,1987-12-14,00648 Logan Union,43357,Male,Hispanic,Fluent,Basic,High School,3.54,2.97,9.7,0.0,ISFJ,348,660,False,2.56,2.23,Current Employee
Alison,Johnson,1993-02-23,5238 Sanchez Tunnel,59010,Female,Hispanic,Fluent,Basic,High School,2.24,3.48,4.3,0.0,ESFJ,304,1007,False,1.42,1.2,Current Employee
